	D300423:bin_000011	D300423:bin_000014	D300431:bin_000017	D300432:bin_000002	D300433:bin_000005	D300433:bin_000009	D300442:bin_000011	D300444:bin_000010	D300444:bin_000011	D300446:bin_000001	D300449:bin_000011	D300451:bin_000001	D300457:bin_000005	D300459:bin_000001	D300472:bin_000003	D300476:bin_000013	D300477:bin_000001	D300479:bin_000012	D300491:bin_000007	D300492:bin_000002	D300492:bin_000003	D300495:bin_000003	D300498:bin_000001	D300508:bin_000006	D300513:bin_000002	D300514:bin_000001	D300514:bin_000005	D300519:bin_000004	D300522:bin_000007	D300525:bin_000012	TG2_35:bin_000003	TG2_35:bin_000021	TG5_21:bin_000003	TG5_21:bin_000004
D300492:bin_000003	0.214304281164431	0.222838206890702	0.244892102081006	0.204630212593844	0.18042197602352	0.135600993514687	0.213357104297823	0.13538991617595	0.226787237513092	0.250800777691259	0.222187380093972	0.423988351572548	0.138867563156746	0.324094810562369	0.189159181555635	0.224968595162535	0.18599852212522	0.230602612572168	0.220308467167576	0.193595056962695	0.0	0.194140961128476	0.155834926445289	0.177221826777838	0.171695379440984	0.205623768790131	0.19199050610892	0.178705384180346	0.137070058332036	0.190471277667067	0.197299801211264	0.128945235833012	0.155859699631308	0.192066982974075
D300495:bin_000003	0.267030329698255	0.193470064652354	0.265104032951528	0.224153120006504	0.18736746016258	0.183399812260867	0.194057692807449	0.221286190904629	0.258294257026034	0.229584679440479	0.234732668550582	0.47026119723721	0.171961796427011	0.313974588277837	0.127793939393968	0.263284125313775	0.209853146813028	0.279860612550576	0.220456479529711	0.195026157485531	0.194140961128476	0.0	0.164248402401871	0.223444629078967	0.215721990810564	0.210732127687306	0.174097202674544	0.213040705790504	0.181520984979466	0.230906306996174	0.226075795001754	0.223663273950127	0.156548854753056	0.127013797549996
D300498:bin_000001	0.254116484346603	0.226071601985651	0.290998366870037	0.13696366411687	0.118565384852216	0.119750987979572	0.183998264759586	0.138263314896154	0.249772934926237	0.229620073072013	0.212815715381574	0.368600034258821	0.142519547048713	0.334519314831175	0.152399705849473	0.22327344151185	0.145333800649154	0.275006749701625	0.238901150781205	0.15333676328963	0.155834926445289	0.164248402401871	0.0	0.19366576490232	0.134433379172325	0.115445664616462	0.167382330639164	0.140491312451378	0.0839774486716168	0.181383300897932	0.178441526993203	0.185260155160022	0.125734845704785	0.158711762587062
D300508:bin_000006	0.206864982060313	0.164011132288788	0.216460523346826	0.218069533461517	0.163543975694135	0.177356181853514	0.222825257637683	0.226364962670806	0.1784521004928	0.197789136667785	0.173262629407448	0.450892534825508	0.157485651911019	0.293195426397646	0.206547955889105	0.171810763106782	0.123906168032735	0.232787734566024	0.179481417757354	0.199363916684824	0.177221826777838	0.223444629078967	0.19366576490232	0.0	0.160772283658473	0.173849629980305	0.180217714329497	0.195760667787513	0.177690494897814	0.187797017605405	0.0740894861360671	0.189435667155334	0.188011538076841	0.21356923248485
D300513:bin_000002	0.244459458048238	0.196432832405288	0.264344168357722	0.176514717330337	0.161475338836353	0.16441221219917	0.197251851304773	0.197250780250504	0.231188758223515	0.196476372687199	0.189934928082378	0.399182548980435	0.182255242116947	0.295837637372265	0.19559796882797	0.195611250624731	0.165331298294412	0.269276852878491	0.258347116314695	0.171225705472313	0.171695379440984	0.215721990810564	0.134433379172325	0.160772283658473	0.0	0.17126713877485	0.199361107337214	0.176700470759399	0.14328080420328	0.151005729439625	0.170050365821498	0.171669002465528	0.157806761135321	0.15850577024641
D300514:bin_000001	0.260908443704959	0.211128920505075	0.273491147875525	0.171768902404669	0.116898562848566	0.156331404369084	0.16701881088643	0.159382738377865	0.253202274758113	0.210661870499597	0.209628826911138	0.400517430993021	0.15888356163595	0.280162987006082	0.205833785744837	0.196206327443016	0.187864243047138	0.287727034126845	0.175964448483304	0.137270365309187	0.205623768790131	0.210732127687306	0.115445664616462	0.173849629980305	0.17126713877485	0.0	0.168486995721872	0.130015980754311	0.153714871549877	0.215238337096202	0.185594800348949	0.178861848145279	0.164518430648689	0.165479175815759
D300514:bin_000005	0.233175402476366	0.222760808390352	0.234721479813162	0.199917698632006	0.16077868661543	0.17288056291507	0.170872750042369	0.187977343450085	0.224712732347486	0.236608721434701	0.195468014125995	0.418050354266214	0.155259984715736	0.304348543955633	0.163416881710563	0.195943735387	0.168717901376567	0.250561484676436	0.188310925844868	0.136611093097298	0.19199050610892	0.174097202674544	0.167382330639164	0.180217714329497	0.199361107337214	0.168486995721872	0.0	0.164074529807464	0.177170816110308	0.230004617856441	0.209977069095304	0.238723220821823	0.150000635335395	0.160650924263754
D300519:bin_000004	0.249049325201522	0.239580357593048	0.263446376254801	0.206930755245015	0.167166963119135	0.132133214652855	0.136817314410181	0.140799735140589	0.229901075876424	0.230722068155787	0.226330116520181	0.422826066518274	0.140022515986621	0.266853575408886	0.174039639922707	0.168224277497498	0.156648561690375	0.213576631991368	0.197518181903357	0.0879163469410595	0.178705384180346	0.213040705790504	0.140491312451378	0.195760667787513	0.176700470759399	0.130015980754311	0.164074529807464	0.0	0.153870923355869	0.217131215321179	0.213746972907929	0.168970385662448	0.148580604240803	0.1444651718376
D300522:bin_000007	0.249110481481576	0.231798459640719	0.286937990482552	0.149988771122508	0.148528330823227	0.121183468000762	0.198149420903707	0.166551586879519	0.246563622368539	0.208396576117152	0.217265977291961	0.414438380035144	0.142761771134041	0.295090844324738	0.173899294846489	0.230844270798124	0.152526379344411	0.255485380406339	0.220121238610355	0.175120040229908	0.137070058332036	0.181520984979466	0.0839774486716168	0.177690494897814	0.14328080420328	0.153714871549877	0.177170816110308	0.153870923355869	0.0	0.205691718836688	0.191969803087988	0.169899542365918	0.144700474045433	0.183331918959964
D300525:bin_000012	0.215047728867096	0.227165547250699	0.271484279770973	0.218411182932306	0.190836608079691	0.168771792823797	0.263044700226984	0.203069327440481	0.247909540802665	0.236180376103819	0.200664701354476	0.45616624308024	0.202554274419356	0.277465951837136	0.221198315217254	0.230721090954641	0.203591588138898	0.232960053213621	0.276597274446922	0.223855031594378	0.190471277667067	0.230906306996174	0.181383300897932	0.187797017605405	0.151005729439625	0.215238337096202	0.230004617856441	0.217131215321179	0.205691718836688	0.0	0.155534566506916	0.203262625643347	0.190828355191678	0.23786498188392
TG2_35:bin_000003	0.202403949401541	0.185351597571674	0.236827831254723	0.199565947611255	0.16702620544671	0.177876624795462	0.217832839353844	0.224048526180129	0.190289019676395	0.228332523513072	0.185066372162387	0.439923616065327	0.186110254903776	0.325366128681183	0.226058554436006	0.177832079453498	0.145438572443932	0.255860672238734	0.228531552665004	0.200045257266234	0.197299801211264	0.226075795001754	0.178441526993203	0.0740894861360671	0.170050365821498	0.185594800348949	0.209977069095304	0.213746972907929	0.191969803087988	0.155534566506916	0.0	0.17931781222494	0.182451743906478	0.230384795570758
TG2_35:bin_000021	0.236447199556111	0.228360591971553	0.242088398547504	0.196502779087767	0.194666775701669	0.131608457960592	0.177224941190462	0.130877286059207	0.208673536267397	0.221487803183107	0.20343293382027	0.403210946042094	0.157005208636282	0.315588133160151	0.216411990831187	0.17507171255919	0.174059600087732	0.26641547909553	0.201267214836269	0.155930608555032	0.128945235833012	0.223663273950127	0.185260155160022	0.189435667155334	0.171669002465528	0.178861848145279	0.238723220821823	0.168970385662448	0.169899542365918	0.203262625643347	0.17931781222494	0.0	0.198530331910251	0.202298515653882
TG5_21:bin_000003	0.223392466081396	0.170905190704492	0.222214934312282	0.190416656676036	0.1833205405934	0.144129754381749	0.180330840884366	0.180219442718182	0.224988825598377	0.210955446436833	0.172952589086511	0.425413622795631	0.136012722281705	0.280580914787789	0.183436607654986	0.207851034311649	0.132686049309337	0.251267880346504	0.218186752042476	0.147633554983497	0.155859699631308	0.156548854753056	0.125734845704785	0.188011538076841	0.157806761135321	0.164518430648689	0.150000635335395	0.148580604240803	0.144700474045433	0.190828355191678	0.182451743906478	0.198530331910251	0.0	0.18563518921527
TG5_21:bin_000004	0.278987012395389	0.237591860107476	0.274933056074193	0.213650957398646	0.176523875378541	0.169883753728216	0.147783899666925	0.178361148920442	0.228135172488655	0.253139099009076	0.230911201594357	0.432620452287319	0.172724697705235	0.299369074682006	0.074822695035461	0.211564757088452	0.188062856601889	0.25480791099192	0.200052391768605	0.13421353863896	0.192066982974075	0.127013797549996	0.158711762587062	0.21356923248485	0.15850577024641	0.165479175815759	0.160650924263754	0.1444651718376	0.183331918959964	0.23786498188392	0.230384795570758	0.202298515653882	0.18563518921527	0.0
